Ticket ID,Sucursal,Ciudad,Tipo de Cliente,Género,Línea de Producto,Precio Unitario (€),Cantidad,IVA (€),Total (€),Fecha,Hora,Método de Pago,Coste sin IVA (€),Margen Bruto (%),Beneficio (€),Valoración,Ingreso Neto (€)
TCKT-1034,Sucursal C,Valencia,Miembro,Hombre,Lácteos,59.91,4,16.77,256.41,2025-06-19,01:34:50,Tarjeta de Crédito,223.967544,0.0699764605178686,15.672456000000013,4.7,239.64
TCKT-1035,Sucursal C,Valencia,Miembro,Hombre,Bebidas,9.12,10,6.38,97.58,2025-05-15,00:49:51,Bizum,85.23552000000001,0.0699764605178685,5.964479999999995,7.1,91.2
TCKT-1036,Sucursal B,Barcelona,Miembro,Mujer,Carnes,27.3,3,5.73,87.63,2025-05-26,08:03:04,Bizum,76.54373999999999,0.0699764605178687,5.356260000000006,7.9,81.89999999999999
TCKT-1037,Sucursal B,Barcelona,Normal,Hombre,Lácteos,46.37,10,32.46,496.16,2025-06-12,10:37:58,Efectivo,433.37402,0.0699764605178686,30.32598000000001,4.4,463.7000000000001
TCKT-1038,Sucursal A,Madrid,Normal,Hombre,Frutas y Verduras,88.21,4,24.7,377.54,2025-05-10,02:32:25,Tarjeta de Crédito,329.764264,0.0699764605178686,23.075736000000006,5.7,352.84000000000003
TCKT-1039,Sucursal B,Barcelona,Normal,Hombre,Limpieza,81.89,5,28.66,438.11,2025-05-10,16:15:34,Bizum,382.67197,0.0699764605178686,26.77803,4.6,409.45
TCKT-1040,Sucursal A,Madrid,Normal,Hombre,Lácteos,74.5,3,15.65,239.15,2025-05-17,21:56:21,Tarjeta de Crédito,208.8831,0.0699764605178686,14.616900000000015,5.7,223.5
TCKT-1041,Sucursal A,Madrid,Normal,Hombre,Limpieza,63.79,5,22.33,341.28,2025-07-13,16:37:53,Bizum,298.09067,0.0699764605178686,20.85933,6.9,318.95
TCKT-1042,Sucursal A,Madrid,Miembro,Mujer,Frutas y Verduras,5.36,6,2.25,34.41,2025-07-06,21:58:53,Efectivo,30.056736,0.0699764605178686,2.103264,7.8,32.16
TCKT-1043,Sucursal B,Barcelona,Miembro,Mujer,Bebidas,70.86,9,44.64,682.38,2025-05-18,00:31:38,Efectivo,596.031804,0.0699764605178687,41.70819600000005,4.7,637.74
TCKT-1044,Sucursal C,Valencia,Miembro,Hombre,Frutas y Verduras,58.67,3,12.32,188.33,2025-06-14,09:48:51,Tarjeta de Crédito,164.49894600000002,0.0699764605178686,11.511054,4.8,176.01000000000002
TCKT-1045,Sucursal B,Barcelona,Normal,Hombre,Frutas y Verduras,21.8,4,6.1,93.3,2025-07-21,07:08:34,Bizum,81.49712,0.0699764605178687,5.702880000000008,4.6,87.2
TCKT-1046,Sucursal C,Valencia,Normal,Hombre,Carnes,86.6,3,18.19,277.99,2025-07-24,00:07:48,Tarjeta de Crédito,242.80908,0.0699764605178686,16.990920000000017,4.1,259.8
TCKT-1047,Sucursal C,Valencia,Normal,Mujer,Limpieza,86.54,4,24.23,370.39,2025-05-19,16:35:19,Tarjeta de Crédito,323.521136,0.0699764605178686,22.63886400000001,5.0,346.16
TCKT-1048,Sucursal C,Valencia,Miembro,Mujer,Lácteos,86.0,4,24.08,368.08,2025-06-15,22:47:46,Efectivo,321.5024,0.0699764605178685,22.497599999999977,8.9,344.0
TCKT-1049,Sucursal B,Barcelona,Normal,Mujer,Carnes,23.07,4,6.46,98.74,2025-05-19,19:43:42,Tarjeta de Crédito,86.244888,0.0699764605178685,6.035111999999998,6.0,92.28
TCKT-1050,Sucursal A,Madrid,Normal,Mujer,Limpieza,51.43,9,32.4,495.27,2025-06-16,02:33:56,Tarjeta de Crédito,432.598302,0.0699764605178686,30.27169800000001,9.6,462.87
TCKT-1051,Sucursal A,Madrid,Normal,Hombre,Bebidas,96.29,5,33.7,515.15,2025-06-25,15:13:22,Efectivo,449.96317,0.0699764605178686,31.48683,4.7,481.45
TCKT-1052,Sucursal B,Barcelona,Normal,Mujer,Panadería,61.01,9,38.44,587.53,2025-05-31,13:00:23,Efectivo,513.1795139999999,0.0699764605178686,35.91048599999999,6.3,549.0899999999999
TCKT-1053,Sucursal C,Valencia,Miembro,Mujer,Lácteos,71.17,1,4.98,76.15,2025-05-15,21:02:27,Bizum,66.515482,0.0699764605178685,4.654517999999996,9.6,71.17
TCKT-1054,Sucursal C,Valencia,Miembro,Mujer,Panadería,7.93,6,3.33,50.91,2025-05-12,08:33:14,Bizum,44.468268,0.0699764605178686,3.1117320000000035,5.9,47.58
TCKT-1055,Sucursal A,Madrid,Normal,Mujer,Limpieza,41.43,7,20.3,310.31,2025-05-27,20:24:53,Bizum,271.043346,0.0699764605178686,18.966654000000005,5.8,290.01
TCKT-1056,Sucursal A,Madrid,Miembro,Mujer,Limpieza,94.1,3,19.76,302.06,2025-07-07,23:52:19,Bizum,263.83758,0.0699764605178686,18.46242000000001,7.4,282.3
TCKT-1057,Sucursal B,Barcelona,Miembro,Mujer,Frutas y Verduras,21.81,10,15.27,233.37,2025-07-05,17:23:38,Bizum,203.83626,0.0699764605178686,14.263740000000013,7.9,218.1
TCKT-1058,Sucursal B,Barcelona,Normal,Mujer,Limpieza,22.16,8,12.41,189.69,2025-06-09,23:00:21,Bizum,165.685888,0.0699764605178685,11.594111999999996,5.0,177.28
TCKT-1059,Sucursal A,Madrid,Normal,Mujer,Lácteos,82.02,4,22.97,351.05,2025-05-17,07:42:56,Bizum,306.62356800000003,0.0699764605178686,21.456432000000007,5.9,328.08000000000004
TCKT-1060,Sucursal A,Madrid,Miembro,Hombre,Lácteos,25.24,8,14.13,216.05,2025-06-18,18:33:00,Bizum,188.714432,0.0699764605178686,13.205568,9.1,201.92
TCKT-1061,Sucursal A,Madrid,Normal,Mujer,Limpieza,57.99,7,28.42,434.35,2025-07-17,04:12:11,Tarjeta de Crédito,379.382178,0.0699764605178686,26.547822,6.4,405.93
TCKT-1062,Sucursal A,Madrid,Miembro,Hombre,Panadería,22.67,9,14.28,218.31,2025-06-04,16:19:35,Tarjeta de Crédito,190.686438,0.0699764605178685,13.343561999999991,4.3,204.03
TCKT-1063,Sucursal A,Madrid,Miembro,Mujer,Carnes,80.34,9,50.61,773.67,2025-05-27,19:36:43,Bizum,675.7718759999999,0.0699764605178686,47.28812400000004,7.6,723.06
TCKT-1064,Sucursal B,Barcelona,Normal,Mujer,Carnes,74.62,8,41.79,638.75,2025-07-02,23:15:53,Tarjeta de Crédito,557.918816,0.0699764605178687,39.04118400000005,5.6,596.96
TCKT-1065,Sucursal A,Madrid,Normal,Mujer,Limpieza,24.69,8,13.83,211.35,2025-06-06,00:03:16,Efectivo,184.602192,0.0699764605178686,12.917808000000008,8.3,197.52
TCKT-1066,Sucursal A,Madrid,Normal,Mujer,Frutas y Verduras,89.41,2,12.52,191.34,2025-06-19,03:18:18,Efectivo,167.125172,0.0699764605178686,11.694828,4.9,178.82
TCKT-1067,Sucursal B,Barcelona,Miembro,Hombre,Lácteos,42.07,6,17.67,270.09,2025-05-04,17:06:24,Bizum,235.911732,0.0699764605178685,16.508267999999987,6.8,252.42
TCKT-1068,Sucursal A,Madrid,Miembro,Mujer,Panadería,90.58,10,63.41,969.21,2025-06-27,13:57:15,Bizum,846.56068,0.0699764605178686,59.23932000000002,4.1,905.8
TCKT-1069,Sucursal C,Valencia,Normal,Mujer,Lácteos,94.33,5,33.02,504.67,2025-06-11,03:44:12,Tarjeta de Crédito,440.80409,0.0699764605178686,30.845910000000003,9.1,471.65
TCKT-1070,Sucursal B,Barcelona,Miembro,Mujer,Carnes,28.02,8,15.69,239.85,2025-06-11,04:02:16,Efectivo,209.499936,0.0699764605178686,14.660064000000006,6.3,224.16
TCKT-1071,Sucursal C,Valencia,Normal,Hombre,Panadería,92.03,10,64.42,984.72,2025-05-18,01:10:57,Bizum,860.11238,0.0699764605178686,60.18762000000004,4.2,920.3
TCKT-1072,Sucursal B,Barcelona,Miembro,Hombre,Limpieza,43.43,8,24.32,371.76,2025-05-16,09:06:29,Efectivo,324.717424,0.0699764605178686,22.722576000000004,4.3,347.44
TCKT-1073,Sucursal B,Barcelona,Normal,Hombre,Panadería,33.36,7,16.35,249.87,2025-05-06,05:13:47,Tarjeta de Crédito,218.247792,0.0699764605178686,15.272208000000006,8.5,233.52
TCKT-1074,Sucursal B,Barcelona,Normal,Hombre,Panadería,2.92,9,1.84,28.12,2025-07-04,12:55:06,Efectivo,24.561288,0.0699764605178686,1.718712,10.0,26.28
TCKT-1075,Sucursal B,Barcelona,Miembro,Hombre,Limpieza,4.99,1,0.35,5.34,2025-07-12,18:58:19,Efectivo,4.663155000000001,0.070090957731407,0.3268449999999996,5.2,4.99
TCKT-1076,Sucursal A,Madrid,Miembro,Hombre,Carnes,47.88,2,6.7,102.46,2025-06-29,16:01:40,Bizum,89.49729599999999,0.0699764605178686,6.262703999999999,9.7,95.76
TCKT-1077,Sucursal B,Barcelona,Normal,Mujer,Carnes,60.98,2,8.54,130.5,2025-05-29,23:27:51,Efectivo,113.983816,0.0699764605178686,7.9761840000000035,9.8,121.96
TCKT-1078,Sucursal A,Madrid,Miembro,Mujer,Bebidas,68.06,7,33.35,509.77,2025-07-25,05:44:09,Tarjeta de Crédito,445.262132,0.0699764605178686,31.157868000000008,9.6,476.42
TCKT-1079,Sucursal A,Madrid,Miembro,Hombre,Lácteos,70.02,5,24.51,374.61,2025-07-27,23:26:17,Bizum,327.20346,0.0699764605178686,22.896540000000016,7.6,350.1
TCKT-1080,Sucursal A,Madrid,Miembro,Mujer,Bebidas,43.41,6,18.23,278.69,2025-07-04,10:58:30,Efectivo,243.425916,0.0699764605178686,17.034084000000007,7.0,260.46
TCKT-1081,Sucursal B,Barcelona,Miembro,Mujer,Panadería,11.45,6,4.81,73.51,2025-05-17,19:43:26,Bizum,64.20702,0.0699764605178686,4.492980000000003,9.3,68.7
TCKT-1082,Sucursal B,Barcelona,Miembro,Mujer,Carnes,73.65,5,25.78,394.03,2025-06-11,13:11:43,Bizum,344.16645,0.0699764605178686,24.08355,8.8,368.25
TCKT-1083,Sucursal C,Valencia,Normal,Mujer,Panadería,82.75,10,57.93,885.43,2025-06-24,03:31:44,Tarjeta de Crédito,773.3815,0.0699764605178686,54.11850000000004,5.9,827.5
TCKT-1084,Sucursal A,Madrid,Miembro,Mujer,Panadería,25.14,8,14.08,215.2,2025-05-15,20:01:59,Bizum,187.966752,0.0699764605178685,13.15324799999999,7.7,201.12
TCKT-1085,Sucursal B,Barcelona,Normal,Hombre,Panadería,85.24,3,17.9,273.62,2025-05-30,17:20:39,Tarjeta de Crédito,238.995912,0.0699764605178685,16.724087999999995,5.3,255.72
TCKT-1086,Sucursal B,Barcelona,Normal,Mujer,Bebidas,70.42,5,24.65,376.75,2025-06-13,08:36:12,Bizum,329.07266000000004,0.0699764605178685,23.02733999999998,4.1,352.1
TCKT-1087,Sucursal A,Madrid,Miembro,Hombre,Limpieza,41.24,9,25.98,397.14,2025-06-09,18:23:34,Efectivo,346.886136,0.0699764605178686,24.273864000000003,8.1,371.16
TCKT-1088,Sucursal C,Valencia,Normal,Mujer,Lácteos,10.21,4,2.86,43.7,2025-05-10,21:32:18,Tarjeta de Crédito,38.169064000000006,0.0699764605178685,2.670935999999997,8.2,40.84
TCKT-1089,Sucursal B,Barcelona,Normal,Mujer,Bebidas,53.56,7,26.24,401.16,2025-07-30,16:59:11,Bizum,350.400232,0.0699764605178686,24.519768,7.3,374.92
TCKT-1090,Sucursal B,Barcelona,Normal,Mujer,Frutas y Verduras,25.89,2,3.62,55.4,2025-07-23,21:57:18,Bizum,48.398766,0.0698619878035733,3.381233999999999,5.2,51.78
TCKT-1091,Sucursal A,Madrid,Miembro,Hombre,Carnes,74.12,5,25.94,396.54,2025-06-17,20:51:09,Bizum,346.36276000000004,0.0699764605178685,24.237239999999986,7.5,370.6
TCKT-1092,Sucursal C,Valencia,Normal,Hombre,Carnes,30.33,6,12.74,194.72,2025-06-30,11:27:46,Efectivo,170.078508,0.0699764605178685,11.90149199999999,5.8,181.98
TCKT-1093,Sucursal C,Valencia,Miembro,Mujer,Lácteos,97.46,9,61.4,938.54,2025-06-06,01:51:45,Tarjeta de Crédito,819.775044,0.0699764605178686,57.36495600000001,8.2,877.14
TCKT-1094,Sucursal A,Madrid,Normal,Hombre,Lácteos,57.83,8,32.38,495.02,2025-07-22,18:17:22,Tarjeta de Crédito,432.383344,0.0699764605178686,30.25665600000002,6.6,462.64
TCKT-1095,Sucursal A,Madrid,Miembro,Mujer,Panadería,12.29,2,1.72,26.3,2025-06-14,18:21:37,Tarjeta de Crédito,22.972468000000003,0.0699764605178685,1.607531999999999,7.0,24.58
TCKT-1096,Sucursal C,Valencia,Miembro,Hombre,Carnes,81.3,5,28.46,434.96,2025-07-13,21:46:14,Efectivo,379.9149,0.0699764605178686,26.58510000000001,10.0,406.5
TCKT-1097,Sucursal A,Madrid,Normal,Hombre,Bebidas,38.66,8,21.65,330.93,2025-06-19,08:52:08,Tarjeta de Crédito,289.053088,0.0699764605178687,20.226912000000027,9.2,309.28000000000003
TCKT-1098,Sucursal B,Barcelona,Normal,Hombre,Bebidas,96.05,2,13.45,205.55,2025-05-09,00:42:39,Efectivo,179.53666,0.0699764605178686,12.56334000000001,7.8,192.1
TCKT-1099,Sucursal B,Barcelona,Miembro,Hombre,Carnes,18.21,2,2.55,38.97,2025-07-11,11:32:07,Efectivo,34.038132000000004,0.0699764605178685,2.381867999999997,4.0,36.42
TCKT-1100,Sucursal B,Barcelona,Normal,Mujer,Lácteos,23.92,5,8.37,127.97,2025-07-20,21:49:43,Bizum,111.77816,0.0699764605178685,7.821839999999995,9.2,119.6
TCKT-1101,Sucursal A,Madrid,Miembro,Mujer,Limpieza,59.39,4,16.63,254.19,2025-05-02,04:35:37,Tarjeta de Crédito,222.023576,0.0699764605178686,15.536424000000013,4.7,237.56
TCKT-1102,Sucursal A,Madrid,Miembro,Mujer,Carnes,8.07,3,1.69,25.9,2025-05-15,06:20:33,Tarjeta de Crédito,22.629087,0.0698619878035732,1.580912999999999,7.6,24.21
TCKT-1103,Sucursal C,Valencia,Normal,Mujer,Lácteos,47.4,5,16.59,253.59,2025-06-16,07:21:11,Bizum,221.5002,0.0699764605178685,15.499799999999992,6.4,237.0
TCKT-1104,Sucursal B,Barcelona,Normal,Mujer,Lácteos,60.21,7,29.5,450.97,2025-06-16,13:45:51,Bizum,393.905862,0.0699764605178686,27.56413800000001,5.9,421.47
TCKT-1105,Sucursal B,Barcelona,Miembro,Hombre,Carnes,96.23,10,67.36,1029.66,2025-07-16,06:21:58,Bizum,899.36558,0.0699764605178686,62.934420000000046,9.7,962.3
TCKT-1106,Sucursal C,Valencia,Normal,Hombre,Carnes,47.58,8,26.64,407.28,2025-07-04,21:52:05,Tarjeta de Crédito,355.746144,0.0699764605178686,24.893856000000028,5.1,380.64
TCKT-1107,Sucursal C,Valencia,Normal,Mujer,Lácteos,47.53,7,23.29,356.0,2025-05-11,20:43:44,Tarjeta de Crédito,310.950766,0.0699764605178685,21.759233999999992,5.9,332.71
TCKT-1108,Sucursal A,Madrid,Miembro,Mujer,Panadería,69.67,5,24.38,372.73,2025-06-06,10:27:51,Bizum,325.56791000000004,0.0699764605178685,22.782089999999982,9.7,348.35
TCKT-1109,Sucursal C,Valencia,Miembro,Mujer,Lácteos,32.14,6,13.5,206.34,2025-07-23,07:12:30,Efectivo,180.228264,0.0699764605178686,12.611736000000008,9.8,192.84
TCKT-1110,Sucursal B,Barcelona,Miembro,Mujer,Panadería,6.37,9,4.01,61.34,2025-05-16,04:50:05,Tarjeta de Crédito,53.580618,0.0699764605178686,3.749382000000004,7.7,57.330000000000005
TCKT-1111,Sucursal B,Barcelona,Normal,Hombre,Carnes,27.44,3,5.76,88.08,2025-07-13,14:27:48,Tarjeta de Crédito,76.93627199999999,0.0699764605178686,5.383728000000005,6.6,82.32
TCKT-1112,Sucursal C,Valencia,Normal,Hombre,Lácteos,97.34,10,68.14,1041.54,2025-05-12,22:17:02,Efectivo,909.73964,0.0699764605178685,63.66035999999997,8.3,973.4
TCKT-1113,Sucursal B,Barcelona,Miembro,Mujer,Lácteos,23.25,2,3.26,49.76,2025-05-13,17:18:42,Tarjeta de Crédito,43.45425,0.0700909577314071,3.045749999999998,9.7,46.5
TCKT-1114,Sucursal C,Valencia,Miembro,Mujer,Limpieza,29.89,5,10.46,159.91,2025-05-27,01:22:39,Tarjeta de Crédito,139.67596999999998,0.0699764605178687,9.77403000000001,9.0,149.45
TCKT-1115,Sucursal B,Barcelona,Miembro,Mujer,Bebidas,15.32,4,4.29,65.57,2025-05-14,04:07:59,Bizum,57.272288,0.0699764605178685,4.007711999999998,7.0,61.28
TCKT-1116,Sucursal A,Madrid,Miembro,Mujer,Panadería,34.65,9,21.83,333.68,2025-06-06,03:42:30,Tarjeta de Crédito,291.45501,0.0699764605178686,20.394990000000007,8.9,311.85
TCKT-1117,Sucursal B,Barcelona,Normal,Mujer,Carnes,45.21,8,25.32,387.0,2025-07-11,02:17:16,Tarjeta de Crédito,338.026128,0.0699764605178685,23.65387199999998,6.0,361.68
TCKT-1118,Sucursal C,Valencia,Normal,Mujer,Frutas y Verduras,87.09,4,24.39,372.75,2025-07-02,02:14:56,Bizum,325.57725600000003,0.0699764605178685,22.78274399999998,6.3,348.36
TCKT-1119,Sucursal B,Barcelona,Miembro,Mujer,Limpieza,47.82,7,23.43,358.17,2025-05-22,16:26:11,Tarjeta de Crédito,312.848004,0.0699764605178686,21.89199600000001,9.9,334.74
TCKT-1120,Sucursal C,Valencia,Miembro,Mujer,Lácteos,13.5,10,9.45,144.45,2025-06-02,03:40:30,Tarjeta de Crédito,126.171,0.0699764605178686,8.829000000000008,9.2,135.0
TCKT-1121,Sucursal B,Barcelona,Miembro,Mujer,Lácteos,72.52,7,35.53,543.17,2025-07-26,22:38:58,Bizum,474.440344,0.0699764605178686,33.199656000000004,9.8,507.64
TCKT-1122,Sucursal A,Madrid,Normal,Mujer,Frutas y Verduras,62.7,7,30.72,469.62,2025-05-28,08:08:10,Bizum,410.19594,0.0699764605178686,28.704060000000027,4.5,438.9
TCKT-1123,Sucursal B,Barcelona,Normal,Mujer,Limpieza,72.15,8,40.4,617.6,2025-06-28,18:40:58,Bizum,539.4511200000001,0.0699764605178685,37.74887999999999,4.2,577.2
TCKT-1124,Sucursal A,Madrid,Miembro,Mujer,Carnes,74.93,7,36.72,561.23,2025-05-03,04:24:25,Efectivo,490.207046,0.0699764605178686,34.302954,8.6,524.51
TCKT-1125,Sucursal C,Valencia,Miembro,Mujer,Carnes,69.71,1,4.88,74.59,2025-06-15,12:00:55,Efectivo,65.15096600000001,0.0699764605178685,4.559033999999997,5.9,69.71000000000001
TCKT-1126,Sucursal A,Madrid,Normal,Mujer,Frutas y Verduras,43.64,4,12.22,186.78,2025-07-20,03:48:13,Bizum,163.143776,0.0699764605178686,11.416224,6.5,174.56
TCKT-1127,Sucursal C,Valencia,Miembro,Hombre,Carnes,8.82,7,4.32,66.06,2025-06-24,16:49:24,Bizum,57.702204,0.0699764605178686,4.037796,8.1,61.74
TCKT-1128,Sucursal B,Barcelona,Miembro,Hombre,Panadería,64.15,8,35.92,549.12,2025-06-20,20:43:34,Tarjeta de Crédito,479.63672,0.0699764605178686,33.56328000000002,8.0,513.2
TCKT-1129,Sucursal B,Barcelona,Normal,Hombre,Lácteos,44.73,6,18.79,287.17,2025-05-21,01:20:13,Bizum,250.827948,0.0699764605178686,17.552052000000003,5.8,268.38
TCKT-1130,Sucursal B,Barcelona,Normal,Mujer,Frutas y Verduras,20.72,7,10.15,155.19,2025-07-01,21:08:04,Tarjeta de Crédito,135.554384,0.0699764605178685,9.485615999999991,4.6,145.04
TCKT-1131,Sucursal B,Barcelona,Normal,Mujer,Limpieza,30.23,7,14.81,226.42,2025-06-03,18:07:37,Tarjeta de Crédito,197.770706,0.0699764605178685,13.839293999999995,4.0,211.61
TCKT-1132,Sucursal C,Valencia,Miembro,Mujer,Frutas y Verduras,77.8,4,21.78,332.98,2025-07-25,23:27:36,Bizum,290.84752000000003,0.0699764605178686,20.35248000000001,8.8,311.20000000000005
TCKT-1133,Sucursal A,Madrid,Miembro,Mujer,Limpieza,75.8,3,15.92,243.32,2025-06-13,17:23:08,Bizum,212.52804,0.0699764605178686,14.87196,4.6,227.4
TCKT-1134,Sucursal C,Valencia,Miembro,Mujer,Panadería,4.3,6,1.81,27.61,2025-06-18,06:16:05,Bizum,24.10752,0.0702054794520547,1.6924799999999998,4.8,25.8
TCKT-1135,Sucursal B,Barcelona,Normal,Mujer,Carnes,20.88,9,13.15,201.07,2025-06-15,04:15:23,Tarjeta de Crédito,175.630032,0.0699764605178685,12.289967999999988,7.2,187.92
